from,to,amount,tx_hash,block
0x59446834d9973f4f9398cad33fd98cb1235de494,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0754,0xc4309ed6a2f875407cd3b2753ef6a61d66a91a6d301bcb904bf6c02446975278,7139552
0x41380c5ffa15cd02a2965ef080b56d099d4aa168,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xa4eff1d8bb08e39e7f8c4d13fbcd4a9b079fba7b05f466979a0d89a0405a180f,7139552
0x8bef935126ea930aab3ffe8dcd383cfbaffad9db,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x948c1a377ae58a3b207c7f0df7dd29320f0be7bf649e403a1313d051115f22e2,7139552
0xbed06235e0c1984611320d4692bc56b19e1ec090,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0753,0x9848a0940341d9bbebb59dcc36af065bf8781f3e0b30bc44d0fb23e345670ccb,7139552
0x42bd7dc646aa311aa8f84d224d71e3215e59e19f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0756,0xb67e6e708193a0b4ba6cf131723459553804aad5c8c97dead903e02fd4704089,7139552
0x24b1e1cc8bb71625910f8f173a85f432ceae988b,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xff25d032fc0ad14d842ab97b4140ba240b25c0e106a576cf486c0cf153012e70,7139553
0x6e8e4266b4149f5afd75f5e0760603ecc2dd5c4f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x0a09e2f97aba6f9c86f8817f6f586f5c1f24511f9031480af600f77a9a23056d,7139553
0xb5fea5e514f36ef6355202ecf3badd6da557333a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0752,0xaa61a8c510a140f781088d89ecfcba9173c74eb4c1c87474ccb6b47311b4dc5e,7139555
0xaff32d59707adad81f7cc72264a3093175322fd5,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2067,0x12b9ea05a11c3fd9c187c273a7efe33123e2dfcee4e0abbb1906e807b9c243d0,7139556
0xd103caee838423c5408830a21f7da7ba9fcb380a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0749,0x82e4ffc5c0fec7bc6043c12f156f7484a36d6afa3808da601d3c51f10d939dde,7139558
0xf1fc5e92103086e21890e3b490e6ab3c8c2adcb0,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2067,0xc84470a100b481b4cff4d1c37da94dfbe810d41b82d101a8084c7e8559d22b7c,7139558
0xd0159a861dcecf35dddc17586025b3786260cf03,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0748,0x14c6b0c4e432845ae1fec23e5cd5955282054c620800a91deaad5eb2cab208b2,7139558
0xcfa44053b06034469246a17efb00860702be9784,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x54c304e2961c9cf51ce7b2bb739dbed50b47cff00390b5e21a6634174b98a8c6,7139559
0xa8ea37e3bdb9108d02510b0ad979e4722669006d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2066,0x98a5e9f15132c102fe354259d636ecc5dcbc8df2506543b69904baeeceb31b80,7139560
0x3023c6d95bde3ecf390ae69c53d339ed3fb0d608,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2066,0xc17fdf2deadcbaecfc85a6b9fb0839627afbc66816e1486f0a46a2329b50ebd2,7139561
0xed4f0ac61e1c5449b58a4b42933068c1ed339162,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x33efa4d756e0d0a7bf9a0efbf109cc78cf0619e4c0b871f1b46511293ebe1b82,7139562
0x13f553a5f60c6c318246dba98b19eef578a3aa93,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2064,0x4612b5d2795e874d2e33bbda30e563950e600b23b101599599550e21911763d3,7139562
0x8a9851615d00d8c3e3d29bc6fff0e678f41f16c3,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xe4f2f74be9455d6929e0c80296716d1d47e21b29a64d241ade403aebf934acfb,7139562
0x90448056242c831f4f55e532eb2c163dadb2b08f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x20f23d3c862a42c42d5c61c97a58e5c93db18482222c4f19fbaf5c3e00cbbb2e,7139563
0xe59fa5bddd81061c319af6cca03c430c32284851,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2063,0x67c3c8045ab7db418053069cc80ec4e06444f23deee2a40f331d865c496f34ad,7139564
0x28b75a3330c74d27905334e784d3d024d87a2ee2,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x362c29a85c4fb6f780bca0f1e079fd73a87f813f2b7139b8f83cf50aa6977d92,7139565
0xff1cf1662f562ee30f874347823cf7548019872c,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2062,0x315be0dfbd25be9550761bd4964f8063e0f361667d51d5deb91f1e0dc6125ce7,7139565
0x9bb29fb0c57c5afdf3f47858fb2bb8a8ac3faacb,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2062,0xf508270756458041a7f0443def844e713001b44231dbfa446e4a3e6b8a96ec5b,7139566
0x8772ec5fbc38362b755a906e154a104603999a84,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2062,0x41a483a6e358b1985bf5a8e7791591b72ee2e1b7971a54a151a51359f742c2f2,7139567
0x0c751c25b1ff1aebae8b252ea86bfe84040e3d93,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xeb45170898477dc94ff418b495da27c886fc572543c1400ff257f0bf3a22356d,7139567
0xfa1372cbe4ef7be9bf7ef6ce986911a73b6b6826,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0744,0x8c374e52cca0c353625ffdb7ffc341fd9d2f93eaca2566e69d4d94f25600d6df,7139568
0x82ee46a78ca9e3355e60f459f77fb1435057c4bb,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2061,0x51a6640a3fdfdb56ac81706fc729f85d4ce00af9efcf916944828099d0bf687d,7139569
0x3cc630b4d1e48c7e52f2a1cb4f85799c56ff27fe,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0743,0x9580d12bd4745f51ee2ccfb45cc1b92bd47d62091d9963beed04e63c429cbe56,7139569
0x88e10f9a9c292f340bdb32ddc3b9cf9daeacd286,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xf6486a797c975e8a8c5acc4ab353e08ac21f579947599042c907b7f081239e59,7139569
0x0b06d0554004899975ebdfeaa41e8dbab3e38961,0x3b46c790ff408e987928169bd1904b6d71c00305,0.206,0x52af5f0cbd5f1c4741f06f0239d0c6604938d99b4fea303162f7c5eb8cd3035c,7139569
0xe4ff95e42f39967b04e9a29d562f9cacafa7e710,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xf68c09b54a7e9516e544d2e0f79cd598157729a5ea42f93f05b531607d559726,7139570
0x978d51bd85bb201c7bcbe9f1950bd390f5484c2f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x39d9d0fe112c1a4907a6434d212a44393a02b12f018d8da52b01868025358e42,7139571
0xe9b9f88db26468f07808b0924a5fc5bc447ed934,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0741,0x2dd3846ab428aaa9716e05dc8cfa16a6d24aeb18a542afbeb25496fa0c4f18aa,7139572
0xe4fefe1e12272246c3788595e99161879599bbeb,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2057,0x454f2d910553d85f9be8705a97395b1cc8b770658016cc0e9ff504652af315ea,7139574
0xe33bfed398fee08e56c536d727521c26e07e1d59,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2057,0xd4e767184870341fafc295d7257c0cdd90ff6934e2b8aeed21bb7d906022b568,7139574
0x33b478fc306f612b17cdd75c6c93edd3064667e1,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2057,0xc3644707b00e4f4a9a0de0252187fbb5bef5d6a9dc4935a8cde1318f33cfd4f9,7139574
0xb09343e15689337340877d0c63baa4bac9d6006d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x189ebaa48ff62919533cb8a101e4133c89ec2b966a6c1301f368096c11d01aad,7139574
0xe1a85414670d956f7da8c50f504d33895e190d3b,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2056,0x1f9eda3a92696479a4858cf9a76d8dc3bf514fad37b1156717c368954948a237,7139575
0xc9d236f1f7cb0785f7f719a5efd9173abfdd10c3,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0739,0xa4b311c6654a2025aa032b6467edbaa6d056a76bdae46a97de227b3a90bb7e20,7139575
0x162e05071cf5228ef591d24f75f7136a3c30b355,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2055,0x20f28cc7459441533ccf86b8d2a262209fb0e7a0cbb593db38c8de8cda1e73db,7139575
0xf3877dc7398177096701a3cc12fd95969156a451,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2055,0xca76effde0ea9845449b82543cf24202ec5421d88ef3ec3f2cbc455265ff6712,7139576
0x9b004ae6c6f85699ba703bb2fed7d1d8dea1f649,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0739,0x396841034757898a61f84f4167b756198509ca05974e25a01c7b0191e55eb09f,7139576
0x2f4769d53ad7e8d0f31cc1e68b5ee3f74a377760,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xcf798322ac8862fe113575cb015f1a39e3545404d107818d3a56382abf01b0bd,7139576
0xb64e2d4090ec018c2b7a33335959577091b552c6,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xfa0043757d28c9dbc1d12e288445e8ae82e08355d1c45b1d1aff1314dc8516b4,7139577
0x230db5ec0f4ec1081d14efeb63ff65abd2ee555d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2053,0x74e7e802a7db60c2d32007c7f9ddfa1c126aff4e0fe8acdbbac67c47850c0cb3,7139577
0x09b5e2bcfaed7f65d8f8c6de94080d301f738cbf,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xd811a12a3f74bad926317afaa8f7b647d923f898f54e1fcf0828ff17e5f93c51,7139577
0x4bb3ee21318ca516ab4d4d48b5f61c97caa212c2,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x0d71876ecc94ff673faaa12bed950dfdfafe2005f3b43c20f3144bf4e122c4a8,7139578
0x7883e326561116a9d754d24264cef855267e4d83,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2052,0xea1f8f71b0a65d7182c6c5a4e9442bf7a7375f15c1ab04c196c0bda3b803ba06,7139578
0x7d270175435d1657c90956df6606db27fafd20f5,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0737,0xfb0555dbf3c8a72e4be1558d11f5a3b551570916d4d53fe99ee01645d62781b2,7139578
0xbd8e6e307c82ef9a980debe9a986f575374438a4,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0737,0x20871fe40691271b2d0399b4ff31a8825d123a6eea0617aaad0ad9667dc1b5be,7139578
0xc5913a08338ec170c33cebee5c203367de2b143b,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0737,0x5796aab526ce0765e5cde7774b2fcadb47ca60dcc5678efbf309d6e6cbe74d67,7139578
0x5eb2aa4da59be63cbca8e3836e58b48f5f509d5d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xe8a6af0d8f7c4c6eabafc7d90f5cbd890ef9fef8134873694f9fc0fb905527b4,7139578
0x9b18a0df46de346b68ed0055a5d828c8bd0543c7,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0737,0x207424af28c9b51d15c4bb9f6df04ffe563e54c430c4c03855e6b5df02a3ccb4,7139578
0xe2842f0aed3b1a774eb205ade19365fe177d6205,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0737,0xcebf24eaadc5a21c3ebf5cca2e65f0b1d8a17ed4850c47c0d00d95477bbc5b1e,7139578
0x3d6e0fe995b95abf505f87beffbab4072da03fe3,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0737,0xdee2f08092879ae11bc764fb09d66246b9d5a8420839d02d8835b6e836a33404,7139579
0x740474cbe7ca4e477d54e62f8cd605624ba9a30b,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x18bb39467f12e2a5173cae803888b653a75ac46f15722100e599cd12cf00d89f,7139579
0x8ea3acddea451ab982259ef279bfecc0496a3eeb,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x6deed4061e22d4686e4e7a6f1003bd2539a7d762250fc50115eb72f1ede811e7,7139582
0xe36d403a488ebacca775e5ccd60fdc5b0c4a5f1c,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2047,0x926419b4dad3e0c11d637408e37e6a12d598c3527fe50bc63136ed7b4619e115,7139583
0x48e778c2ec260246e990f3ae216e2e91fcd97988,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0736,0x1751b6159e7428fb5932a5aff03e8352f5158bfd1f55f57ab2c6911b3c00061c,7139584
0xeda614e09fc979df1855a6b0e8536c0f4d8adce8,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2046,0x4658747615c4cf4da154e660a64e09fe42b3403bd21f69b8af3cabe05b1a54bc,7139585
0x41faf806954c17a6fb3b33ee89a0dab306759d94,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2046,0x512053394fe25a00a37963e2c017ad3af5ca2792f60243f2cc73c429e9ab5611,7139585
0xb814abc242be29264688c8ea16ce496da9936b54,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0732,0x09c75566cac9d7d4d3350852edcdc59b8429a33aa8c901408341e3ef85e03739,7139586
0x86a4fa4d4b05cb4f6a43e3be0de5018ac991d9e9,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0732,0x7db9a67634ae62af8a171e8197e9fe0ce76f9fda5fa0c7e620396ca5b682ca18,7139586
0xcaccf74ca4513f431d1a962d44b0a4ced2ad7dcd,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0732,0xaf8bbff2628b24079aeb75827109eb92905846d08b0347dcd351493bcd167b64,7139586
0x5e9abb8ac97478d284b0a74394678b426abe9ab3,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2041,0x14fb436ace364245b1de331bafabe44e87681f39544a0f69c1ac4a8c5605106e,7139586
0x9f975975c496d98c25827336e4f4f8a5b8ddf782,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2042,0xabf189900bdbdc1a4b20e9880bc6047bfcc3de423e0a5499cfaa972ca510d7bf,7139586
0xf16ff1b70dc3f89a4da2aa1d551a52216e223adc,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2046,0xb19ff98f08cfdf947344904d07aa2e280598e9ffbb7ddbe78c16f0b640705c94,7139586
0x0bc6b7b9f1b8b0aa9b612be120be1edf79b1b461,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x181d13d66404e65a533cee83277018b23b7d88501475aa1923425f6c6f84f100,7139586
0x6f72b2b57b0592d373cbf05d3426e5e8adbfe858,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xf48b35774cdb4c36fcf25b707b2d9fccfe925b446ada5cd11b10ed9891b1d978,7139586
0xb64b591179735995d05dedd81afe165b1972f200,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0735,0x8fcbeb2c3e8684b922a36d7e53cdbf1e2f4cc52546a6d0d10704e6816f715730,7139586
0x556f6b8abec73df633566d56a5700dabdd19adc5,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2041,0x7edcdb50139e50d7521a08fd1f95a5316de1de7bc6a9a7f4dbe90799f45b1c76,7139586
0xe8ac276857a1081a934a80227638a39c0c84f1c3,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xbee9fa067ded4cd6469f5f94192c70d06e7c7662c9ea8cb636f9016fbfa15107,7139588
0xd8743779b38cf95ed80ec05a4d28ed09bfec0a9b,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2038,0x12cf5f44bd3082c4f482db4a4fa69f39433d14aabdff1e45c3dac7a856c018e7,7139589
0xe070bb5cea02a1b0aa352c350570091afb516a8a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xbd4d7af5ed28c7ad421f969e700f90fc2cc5f74ade3610232afa5b95f380a4b5,7139589
0x9a2bcb1ae061e5bf0dfb0366952eeb5ba0de738d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0732,0x5db182760b34b0392e0688dfd33d8acdba35e30505cb00a5b5d6eaa0784a3fb7,7139590
0xa87e3b583c259f197ad812673a7aebb2b23030d0,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x6cd9ac55541eb78e56cd2dab250a892da0fdd86be92815d619f0c5629bbf9c31,7139590
0xcab65519e0d768e1c383ff7f060277a13e59b718,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2037,0xcb68dc184ca832de7cf8e78b981f8d4df40be659004506bf113028d27d436e1a,7139591
0xb6850bcc203cf7dd5fd5f3fca475b645579eedb7,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x4f06fa86e6ee173e8a33d90466326a5706dda2f5986a6d525aa694aecefd4fa3,7139591
0x83d8fec7da404fc829e57701b59170b9a8500de5,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xacb1019433fc2ee273c665d5192a8c2d360ff246f949276a4b2fc5092bae3419,7139591
0x1f11ea1887e30d3dd1290b9e424c9b677a08b50b,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2037,0x1255b8cc7d1dec7272219e1ea6e578e394394e493eea5371e5479a586f6aeee4,7139591
0x2cac9a518d6a7a0f1122183686c123f02f27a996,0x3b46c790ff408e987928169bd1904b6d71c00305,0.073,0x9334d54f5f9bc1c20a82086a2185ac1ad3272d118f2dbe5b3ce3c49352ac90ff,7139591
0x908e923209625768148cee63e3ae0580d4a7110f,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0xd5a667daeb6cf42025e9b6241b13fd470e46c9bb8e2aced3002f890d269b3542,7139592
0x93e9cf4cff6b13eebb699e74a23f4e934acbadc5,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2036,0xf9ad8eb53246347a3a6931b177224856518638a782024a1a05fade1919205746,7139592
0x031f71873b0887dbf6f9fe2c765f8114a100a8ad,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0047,0x657d6a98d3ca907adfe913117ce1d22ffb14e5cd1f89b44e796aa80145df7c91,7139592
0x91ed6cfd6d88d7cff684e1b7703c438e0bc749c1,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0727,0xc6ea1641d23605db552ea9b14ec6b454addca88477daf68a00c8f0bf823a98bf,7139592
0x6fa4e5aeadbbdc9b54330dbc2b5fecf48d345072,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0726,0x4bb99fb087ba09722075ac93fdaedd1320f6a69a40291d680ab4cb7c74ab9af0,7139592
0xc269934768f4d2f9833898928fb268f47d9e5813,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2035,0xf5bba3954dfab35ca8c28161615a721fc21501f16901b5923157cac52940b203,7139593
0xb66d3d7f2293bf3ce61bddd99a3f5f86c87f5921,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2034,0xb021dc5835495d2bebc2876455812f64e48cc96370b1da4564aa6b8e66f39d97,7139593
0x9a1bae52a00cf8cfd47dd20fb8da0bf2216cbb8d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2033,0x477e9af941fb61cd4fede60202fac92db0adcaaeab41d070a4742666c6bf3a1d,7139593
0xe976a0080bf056166c120bde365fdbb7e9bbdd26,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2033,0x39cb91f656f8feed466f505c7bf8750e1d9c1c7fc8fb364ef77e72d947612ee1,7139593
0xad5a5138eeda05087d37af0db20024f0d42a0323,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0724,0x5a0b924146dbfb2f64bb5879a7435c91e31dcbeebadecdd299e2a0ff49205ca2,7139594
0xe3ddc237fa55de52d12a2bcc0e8796172d9fc44a,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2032,0x35117b67973e0da3370e86f368ad13ea1dca1051858051f8440caa21ec861cca,7139595
0x446dbf7927ccb091238ee99c9f4c8a42cd82534e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2032,0x6a9a16ec23e9c2b5c4c75f0a6ba05b55c5919f128de113043f50e6ce88801465,7139596
0xbc2139ef1ade520467d49b1e34ba0a1582f5b54e,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2032,0xbbba733fc52468850db65f23b8071629d54d93e5ffa8af8cca0d111a004fcc05,7139597
0x348a2b9363dc8df181b894c59274e48fe2cc7a4c,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0722,0x1ec4127d244074b1dc5b58a3199b8e1a20d4505c7ece1a0064eb908d01918a44,7139597
0x31990832b7c70ea247c3f71e07d8cbbfba46958a,0x3b46c790ff408e987928169bd1904b6d71c00305,5.7454,0xe120a4a9ea7efea977056afa93576bd98b1eda61063e1b591cb8e7681e33fb30,7139597
0xfb3de24434fb2ba3ea95279c9dfdac04ed7ab285,0x3b46c790ff408e987928169bd1904b6d71c00305,0.203,0x4b197c116e5590c543d0a6b27fa56ffc927e7cebb206e3b1670b9849fccbd8a0,7139597
0xdc3e008f2dfa1589618af991b978096d6e7862d0,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2029,0x393bb47397e76f5be1ed109e4953e51cb483f0dc659fea6d50429b457ef0aa08,7139598
0x8de74427d6e50fdd6518e73c3203b78dc78dbfa7,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0721,0xa85c74bc298dfe9bece8f4e1820a62cd64a75be34457654d30d7c44d34713400,7139599
0x1b0c99edbe26ce0c27b3e745e477caea6c343f13,0x3b46c790ff408e987928169bd1904b6d71c00305,3.0182,0x7cf276133040640d065b6ad5706aacc43de94919c4552530a7baea02f272a341,7139600
0xae2c753e815c26e72e9d285f4295415a03baf1cb,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2028,0xeee75edc7bce758675f21d8213718b0a3b5eba09aec3f9719954c00a03819dcc,7139600
0x7b6bd45ac858ebc63b8eaa40ed3ffc0b2384506c,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0721,0xefc36f678777a3bbd3798356f43f65677c353eb353eaa0ba830b22b2996f8569,7139600
0x00d3067b5cb6abf1c4ea24276700af12cbadcab2,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2026,0xbbf06082626a35ef21d4551c4eebd10c9d49f4b2fd60c04dbed599f54e77c3e2,7139602
0xfc21d39490e5477b971cf6529fc155bf721f69dd,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0718,0x4b7561ab8981ccccc5c3dfac54ca71bb64aaa32fc70a16276428120f19cb6711,7139602
0x328cde6b6fce3baf9d7808f8bfade043b39b9be1,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2026,0x0bf8119b38089e5099f782ddb62f15355ed4cdfd5ee532ef7517b369c9035dd2,7139602
0xd57631324daef8a5b748e0a4717d55f926ddf420,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2026,0x1d6d2753b4708df45271ca854530857df2dcaa5a20b81887082191e87f5480d6,7139603
0x6f1b4a2b9273738ab0ecb90e8ef9a5a0ff7200f1,0x3b46c790ff408e987928169bd1904b6d71c00305,1.4237,0x1ecacd6030d16fe0454dcd0f5e99849096948e141208ff90b3ff213050f843e0,7139603
0x241e0dfa9e9ee45926cbd4c0618cf6b47a45c6b4,0x3b46c790ff408e987928169bd1904b6d71c00305,1.3846,0xa9b461c2381f7cc1b8b13f73ac24fd574d954171a0e67238c7e0ec3ab3217421,7139603
0x2d43662b29cb63fef13c5269bea77cdaf542e3fe,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2024,0x7ce28f456daf3bf0c5b9bcc3a66518d618f56db9e0c1e3446728e5b8668d1eab,7139603
0x5b0aabfff7f3bc0e28e8d263916b933d6ebadd9f,0x3b46c790ff408e987928169bd1904b6d71c00305,1.1875,0x289bc7ed69aacd4fa1dabd3f9c873feb7614d36f468bf097f36fc29ee72fa959,7139603
0x00d86f241d2f4aed7dbb834196f3bebbc54b4069,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0715,0xd10e06dd834b713de87ef69c652475df93c265eb6d2df66b65f99ba6b6052712,7139603
0xdec7b07593daaa9a6236e22c44334704a37d3904,0x3b46c790ff408e987928169bd1904b6d71c00305,1.1635,0x4f2d00924c9f7404ff8f1c73e971080cbda3ca32f2caa633995297a22391e666,7139603
0x51226dee78e14fe4214d964eae11ba7bc6eafcac,0x3b46c790ff408e987928169bd1904b6d71c00305,1.1002,0x669e708afc6f9ba46ea896d51e1ba3591913cbfc481a6320813c607609b91fca,7139603
0x81bfb65dac09474def6607e7e69b41ee2a4d0eaa,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2021,0x8aef804252c83cc6e74a1eacf671f918d9812ea1f4832c41147b20f8b2d207bd,7139603
0xeb7e46a16abbbdb9cf97ec4d40bb55ded55df828,0x3b46c790ff408e987928169bd1904b6d71c00305,0.202,0x1ce998dc21a5c06f87699c009c5c36d129c08973273eb7b78ffc11758b9846ec,7139604
0xe4659a648155f4a56d5e583a15a33b225fc92449,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2019,0x934077ebdfa38372c1801066573073b82032bf123918a64684a543b0260ae1d6,7139605
0x27fb491f629daa6abe968d5dc0ad401b29fb5c71,0x3b46c790ff408e987928169bd1904b6d71c00305,1.009,0x4fc9405809e9f0590e08db8de26f88665242ca951ef0f5a2e8924cfff55849ae,7139605
0x066b6b0fa86a67c64e6d7b640f3b3840538ddaa4,0x3b46c790ff408e987928169bd1904b6d71c00305,0.071,0x28c25480ea1115e0f1e7d6510fc77a8d1e91724ab1c55a075d541297613e4ea2,7139606
0x8142aeeb9b458030000967a74a982bb653b073e1,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2016,0xf53c28eca7963f2702fe381f190031866ec86a21121e8dc7949fecd06318cbe2,7139606
0x99ee3b695fbf9c62eba63fd157f2acf1f730d073,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0711,0x7f436bf0f657c01686fb1b3eac0d4a24397253af0059e9ae89006069b791e466,7139606
0x84243f3498458c55ad12c3ec84424fce7ed6b7f0,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0709,0x17fb475c7f1dd7b2b429bca898ead65055a0fb03c24a1e1fb1db660d0d47b334,7139606
0xf24d77ef14fb42e74ea3e944500889bf343f4eaf,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2018,0x8aff725a004b6d631897f9f8dc7deb81212dc939ef5bc77eb922a9b005c3b6fb,7139606
0x3173d891cdfe696b63354e038f1a74dcc06cfb70,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0709,0x90b1317854e6c7ddca71fd8a252e31227f6b52ac652bef17e38d801c0ff2c2b3,7139607
0x6f0c8917c78bc2ad9ccc5f89c9c41e7535b1cb82,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2015,0xe4eb5388bd20be1793fb4b4b83b9f0de870c9c4dcddb28826b570a9ce39a1000,7139608
0x366bd6ed33b73e34d3caa64d99964f9388ae6047,0x3b46c790ff408e987928169bd1904b6d71c00305,0.2015,0x61c64f2f9e58a134a49451057804eae55efe1b3f0d07d5fb5ac8ff2b11a4d740,7139608
0xd9ed5b6abc0170ececa4bf438706ced463e4bb3d,0x3b46c790ff408e987928169bd1904b6d71c00305,0.9043,0x0b4b3cdde072e0eb4d03d18963507c756ba0cbefdd95e44d123f31ac8541feb8,7139608
0x74552b7ac139ce8fa82e5f7e28cbfc5f52737278,0x3b46c790ff408e987928169bd1904b6d71c00305,0.0708,0x21b896d3d129e0b4f3d816c66677368a3cf45ea6e76cd1419c8f3f53201d7c31,7139609
